Datetime,Open,High,Low,Close,Adj Close,Volume
2022-07-07 09:30:00-04:00,177.86000061035156,179.1199951171875,177.50999450683594,178.39999389648438,178.39999389648438,921651
2022-07-07 10:30:00-04:00,178.39999389648438,178.52999877929688,177.8300018310547,177.99000549316406,177.99000549316406,522214
2022-07-07 11:30:00-04:00,177.99000549316406,178.22000122070312,177.5399932861328,178.06570434570312,178.06570434570312,503183
2022-07-07 12:30:00-04:00,178.07000732421875,178.14999389648438,177.65499877929688,178.02999877929688,178.02999877929688,354383
2022-07-07 13:30:00-04:00,178.02000427246094,178.42999267578125,177.72999572753906,177.77999877929688,177.77999877929688,536314
2022-07-07 14:30:00-04:00,177.77999877929688,178.52999877929688,177.58529663085938,178.22999572753906,178.22999572753906,530755
2022-07-07 15:30:00-04:00,178.21279907226562,178.5800018310547,178.02000427246094,178.42999267578125,178.42999267578125,711751
2022-07-08 09:30:00-04:00,178.3300018310547,179.94000244140625,177.77000427246094,179.89999389648438,179.89999389648438,821412
2022-07-08 10:30:00-04:00,179.89999389648438,179.99000549316406,179.10000610351562,179.5,179.5,413944
2022-07-08 11:30:00-04:00,179.52000427246094,179.55999755859375,179.0500030517578,179.39500427246094,179.39500427246094,235953
2022-07-08 12:30:00-04:00,179.3800048828125,179.61000061035156,178.8800048828125,179.02000427246094,179.02000427246094,206683
2022-07-08 13:30:00-04:00,179.02999877929688,179.22000122070312,178.8000030517578,179.02999877929688,179.02999877929688,219386
2022-07-08 14:30:00-04:00,179.02999877929688,179.25,178.77000427246094,178.80999755859375,178.80999755859375,288853
2022-07-08 15:30:00-04:00,178.7899932861328,178.82000732421875,178.10000610351562,178.2899932861328,178.2899932861328,557341
2022-07-11 09:30:00-04:00,177.6999969482422,179.02000427246094,177.52000427246094,178.30999755859375,178.30999755859375,707998
2022-07-11 10:30:00-04:00,178.33999633789062,178.85000610351562,178.25999450683594,178.81500244140625,178.81500244140625,346197
2022-07-11 11:30:00-04:00,178.8300018310547,178.89999389648438,178.1999969482422,178.4600067138672,178.4600067138672,343600
2022-07-11 12:30:00-04:00,178.4600067138672,178.5,178.00999450683594,178.39999389648438,178.39999389648438,314439
2022-07-11 13:30:00-04:00,178.39999389648438,178.8000030517578,178.08999633789062,178.24000549316406,178.24000549316406,259015
2022-07-11 14:30:00-04:00,178.22999572753906,178.50999450683594,177.67999267578125,177.86000061035156,177.86000061035156,356208
2022-07-11 15:30:00-04:00,177.85000610351562,178.39999389648438,177.80999755859375,178.3800048828125,178.3800048828125,504464
2022-07-12 09:30:00-04:00,177.97999572753906,178.4499969482422,176.7100067138672,176.80999755859375,176.80999755859375,959289
2022-07-12 10:30:00-04:00,176.8000030517578,177.60000610351562,176.6199951171875,177.5019989013672,177.5019989013672,424909
2022-07-12 11:30:00-04:00,177.52000427246094,177.55999755859375,176.7100067138672,177.0500030517578,177.0500030517578,283882
2022-07-12 12:30:00-04:00,177.0399932861328,177.1300048828125,176.5,176.8699951171875,176.8699951171875,357298
2022-07-12 13:30:00-04:00,176.8800048828125,176.9600067138672,176.57000732421875,176.64999389648438,176.64999389648438,347873
2022-07-12 14:30:00-04:00,176.63040161132812,176.7899932861328,175.7899932861328,175.80999755859375,175.80999755859375,460649
2022-07-12 15:30:00-04:00,175.82000732421875,175.91000366210938,175.19509887695312,175.8800048828125,175.8800048828125,887982
2022-07-13 09:30:00-04:00,175.66000366210938,176.3300018310547,174.7100067138672,174.88999938964844,174.88999938964844,1262626
2022-07-13 10:30:00-04:00,174.8800048828125,175.27000427246094,174.5,174.97000122070312,174.97000122070312,686062
2022-07-13 11:30:00-04:00,174.9499969482422,175.7899932861328,174.94000244140625,175.77000427246094,175.77000427246094,417468
2022-07-13 12:30:00-04:00,175.77000427246094,176.2899932861328,175.59500122070312,175.88999938964844,175.88999938964844,315404
2022-07-13 13:30:00-04:00,175.88999938964844,175.89999389648438,175.05499267578125,175.49000549316406,175.49000549316406,318413
